,RBI_rate,HR_rate,BA
0,0.05028333437551254,0.001556522505544904,0.19630241178087743
1,0.17305480486457026,0.048972322559527916,0.26905504836663324
2,0.10105403095218299,0.00034263344613162487,0.18792358751727656
3,0.08576241842812209,0.0013495950489768385,0.26762609940526877
4,0.18772086427839102,0.038416788728999014,0.40248888198268506
5,0.14840963595745663,0.020573170103912946,0.30906992981400544
6,0.0008552688643595624,-0.00800514786987018,0.08506503758063597
7,0.12742354500562375,0.003691892736720395,0.3373852444341843
8,0.16272964353734748,0.053682040231530725,0.2641323733978747
9,0.14119131923809214,-0.028808481291156908,0.07779846804779705
10,0.33201200725003693,0.06312763127771256,0.21747765240187789
11,0.1454683664651622,0.03058077911653457,0.3360581207811535
12,0.17440427575749323,0.059498936285319055,0.3020353323261996
13,0.014188067019064249,0.002701225451028629,-0.005358212526214767
14,0.10679745144565178,0.009607076369553418,0.252666879679875
15,0.09229610582910476,0.0041773954375890245,0.28641836113133795
16,0.07738463538544804,0.003086117984800381,0.3215529885784214
17,0.07628712099082187,0.0013549153759997105,0.15480091047177813
18,-0.015760616205769268,-0.010071456190166611,0.02346301247013219
19,0.0932729510944732,-0.0010788165211246693,0.4096964603335399
20,0.06687523702339433,0.00024194834905978853,0.20272678353051599
21,0.21401684367021662,0.10281357535365271,0.26773042998839114
22,0.10616442126458152,0.0074842239101298655,0.3011027441511708
23,0.0752470622009124,0.0013847006023448571,0.27365465322894345
24,0.09674592012520784,-0.0010119169593199324,0.3376204350655101
25,0.11266009763154193,0.0359448149156994,0.22097012040825725
26,0.07626253629514711,-0.00011452094773943024,0.33884773186144856
27,0.09194403892012734,0.01087042029474716,0.2669910215144791
28,0.0856872728333283,7.473039309775081e-05,0.17006227058303225
29,0.0942088334489542,0.0001785636445213578,0.4061654395778577
30,0.11344187992877067,0.03622801700483057,0.22197457730832862
31,0.05460555641487138,0.00042446118975797593,0.18796546181406737
32,0.03784442481063292,0.001367240653770984,0.13263779699981748
33,0.12219202442572391,0.05182011682664246,0.1738855771756221
34,0.08642414832977292,0.01520151562034629,0.23167295160887866
35,0.09423401699038253,0.014249093196812808,0.29544265789838253
36,0.00952157378401175,0.00256494524795425,-0.005392662298553008
37,0.12346791772743192,0.0377222412799995,0.22373988221003305
38,0.14629481996558508,0.03144388021770965,0.354535850471302
39,0.08034686730250845,0.0008627895890800357,0.3370879626379926
40,0.006689659764316333,0.0027142435581526507,-0.005966022096672852
41,0.009446391310777236,0.0026561607425807203,-0.005614435490834513
42,0.11001500829691452,0.017908145159784037,0.22225437023129235
43,0.05838303434441024,-0.0014756541180352203,0.13005749077068135
44,0.16270611912691454,0.049622316943661676,0.2878530368156391
45,0.014986527971253702,0.002657745971223296,-0.00519330113585062
46,0.048568720734573564,0.0005152647024413461,0.20247594624107476
47,0.099167358373534,0.0023299284624152365,0.2133695274399172
48,0.1600843608031223,0.05154830568711788,0.31518884090358507
49,0.11038956973195589,0.027136288806408303,0.2602693918609095
50,0.06770625239848109,-0.0002323091072661352,0.23713936798309945
51,0.3259989350935183,0.07289585739558532,0.3839072944219523
52,0.04903167971587508,-0.00024645031851595195,0.25685708402134405
53,0.03381962560158995,0.0013041971250672291,0.15091570110968783
54,0.09832245797797026,0.006230770593295431,0.3204575457800367
55,0.0079946662810223,0.0024539339148311017,-0.005245784731166547
56,0.02275508885112089,-0.004576975789585724,0.06788622057059845
57,0.04719730510258823,0.001370728690785238,0.16708444683457446
58,0.14722185554343298,0.035197134096570784,0.3027985430717458
59,0.10522364183343319,0.019657699955771442,0.18974765511550262
60,0.14728144102178584,0.04646830130744262,0.27780080007874575
61,0.07314367290092108,0.006758150973005466,0.2365912582206948
62,0.17611734072000815,0.05524925209931302,0.3264766086621511
63,0.11633144892998197,0.015559270042367068,0.3213780984218596
64,0.0975380304426838,-0.0035235766826590825,0.20245474495141227
65,0.009034298528809284,0.002676907424166052,-0.00569557047285979
66,0.06733191649743529,0.0024668981531587794,0.2686445813851679
67,0.151932431447734,0.04197974019772195,0.3198346046959387
68,0.13357593876063953,0.04073454219354193,0.2750218442165551
69,0.11216340328135199,0.013304206867846273,0.2847649001221377
70,0.10965133168262022,0.0282994563852099,0.2273310744658058
71,0.05180788144811681,0.0007994757044225195,0.18762981552704777
72,0.16987704323412203,0.040967170555602644,0.2694861203682586
73,0.11299123331813232,0.0027652809603452132,0.3218247538219946
74,0.18745416520976727,0.039017269701136975,0.3666985639739657
75,0.07045361802584954,0.001005031472995228,0.1913323877062201
76,0.09557600536315496,0.0025353111167036174,0.27038936795338364
77,0.09406013232355159,0.023785010813564152,0.11949488253948994
78,0.12457105912288288,0.046732057770171996,0.20909760857203852
79,0.2126445223148351,0.06281882440529729,0.36337739961872495
80,0.035440840589822255,7.871117180228634e-05,0.13328938338749877
81,0.07837264678856282,0.0016068494563748065,0.20587624820860248
82,0.15586535232522591,0.03647942446835983,0.2947660146194376
83,0.16568008113882676,0.0114886358868625,0.3570374343199695
84,0.14181561955797622,0.029397886907910453,0.29336290377202856
85,0.13140523766551948,0.004674304095323064,0.32428008923515705
86,0.11370515031311909,0.00652306068000723,0.3558229073606763
87,0.13895723047346847,0.017991630328296287,0.30733518473801164
88,0.239034969960584,0.07638310758034339,0.3213720870242733
89,0.07733491977896266,0.001688571866297504,0.2335166998673028
90,0.049757091970794955,0.0011418380083708709,0.18288467617283866
91,0.12021721221270625,0.055067369725068184,0.1467280229833272
92,0.16048870760604772,0.03357478078007199,0.259538974679204
93,0.12811698421173132,0.03503354258453907,0.2803567888005713
94,0.08925694707397493,0.0005240987242101595,0.11446093225544023
95,0.16773828651374062,0.04158813127866772,0.29497896050162625
96,0.09408215803447557,0.0023674166350520862,0.17606228375164434
97,0.21015376785598405,0.06252446285244911,0.38834764706968095
98,0.08195757093633277,0.0012794801613906122,0.26063945576633774
99,0.08388545986604064,-0.0003635122231638397,-0.0013601425456084282
100,0.14966616897022345,0.04792619638558467,0.29789058993151174
101,0.15229792492720104,0.030967711016724925,0.323775263016398
102,0.0835505511471521,0.01128907888316865,0.2011342238624221
103,0.12660626791532634,0.04147360284055557,0.24695888633710084
104,-0.036588119600127395,-0.023823384227059874,0.05607940920450932
105,0.09488164927443697,0.00935998011616159,0.19636945945739664
106,0.15969407125359186,0.023787022621636598,0.3717419237375882
107,0.11065755498451436,0.013164808133345742,0.2694380205339564
108,0.155098779791622,-0.0009112852826959547,0.32226799659060956
109,0.025711434373706994,-0.0003451087597523498,0.11052960319842602
110,0.10213877133149893,0.008397030536703452,0.26697735630388725
111,0.25792926010366785,0.11500740547487301,0.39134821850993323
112,0.14329322298682895,0.026739834328828517,0.22479500486906734
113,0.09899492934929012,0.0032962950202320117,0.39423860186482884
114,0.05539430242486411,-0.0011340433864306457,0.16904068286065332
115,0.11084244846817906,0.00214040418842382,0.2775784238867491
116,0.25660429101501814,0.09976815571168166,0.37603102935325494
117,0.1490501826767096,0.03868581483380832,0.2828847489538524
118,0.10552117123013928,0.015128962194104156,0.25887669654643025
119,0.0235486247725354,-0.0013688117025129308,0.12500463885418733
120,0.17544478616251902,0.03582896683723559,0.3459341076378175
121,0.0923257164709625,0.008862313697768909,0.2330916667712576
122,0.08371590693983452,0.02369352715068619,0.1821108077162092
123,0.1320108136428034,0.028264553590569945,0.2847454652741036
124,0.04655191043246267,0.00028180584094992037,0.13394075868842215
125,0.05772112317285007,0.0020765944793673732,0.21810036315751904
126,0.07370446330262456,-0.0006023222112079302,0.2255589350841869
127,0.010301062835038191,0.002520001007130828,-0.005225802856282602
128,0.10574101257972704,0.018460278042783815,0.20415411191717628
129,0.16052538526421434,0.03584174821826686,0.3219121019833926
130,0.12783723394129198,0.031739893711623855,0.22442950552800114
131,0.10116642753906016,0.017051212607723985,0.2485757467039778
132,0.13096352748506257,0.005296895598077042,0.4347526738036269
133,0.05206373522454817,0.0007019990430940318,0.1870920467341936
134,0.1182795239584706,0.014967695696860293,0.3045799999903752
135,0.18722912330842834,0.06693428469428456,0.28944501558106583
136,0.22783177116047265,0.11443201485746687,0.17454197532836535
137,0.2580437325922941,0.07860995092690226,0.44530076285314774
138,0.10725073647362579,0.00528823740548548,0.2750140551263036
139,0.11263150003277396,0.04094013115699714,0.23493937836048462
140,0.0900686117956917,0.027181284080227477,0.20447334884076399
141,0.16367061799294527,0.013455090821996075,0.3266931770284428
142,0.08100743866071831,0.0011240220444991948,0.2083386083547286
143,0.14082466161144086,0.03877216443775916,0.3268328264008624
144,0.10862882025799736,0.010204938584931832,0.30561894630480885
145,0.02344499856376059,0.00325637432000476,0.07399740338339555
146,0.051203650420077546,0.0006088386228984763,0.17884318008815298
147,0.20497545560136815,0.07102555732456992,0.298165887508945
148,0.20169685073933757,0.07187928890120446,0.34032132298646034
149,0.14807861748112486,0.04501362207420957,0.3076452039932416
150,0.14141158321888905,0.018131209796703813,0.31495875421615155
151,0.17845632437815723,0.055298717666262945,0.27925871161456206
152,0.009343437500079932,0.002635764415225974,-0.005570659437874714
153,0.19178453394768796,0.05285331184521098,0.30561087534716597
154,0.0705557730515895,0.0026510612140540415,0.2749288297019995
155,0.1257208004981441,0.04416440023344716,0.20346555601936064
156,0.13656969569031538,0.03898793463381835,0.2626655877591608
157,0.049673961588165116,0.0003610251023936778,0.19047851949673095
158,0.06664659238998863,0.0017735223978391224,0.25125432232396455
159,0.10635137834914424,0.0031549767516665227,0.2815077753270109
160,0.10013186972301727,0.0078293420231042,0.29308711414716077
161,0.06041462033260498,-0.0005090390936639943,0.25597675865666847
162,0.047163878424768726,0.0007578183690488838,0.18225191878141983
163,0.16725175454941882,0.02774365986843365,0.35042037283633987
164,0.1439559794605128,0.024980120999227404,0.20118626577752308
165,0.13056880822963998,0.0035877952996125513,0.2682228116072316
166,0.15172935310334362,0.05082463668347786,0.19542447015197162
167,0.1531512911573859,0.03706292188182199,0.24584485441876633
168,0.01373385018536151,0.0027187198666246658,-0.0054350221726515435
169,0.01782314145920884,-0.013137106818951323,0.03748459573396254
170,0.11558278377945251,0.016354774631364456,0.22678873774875244
171,0.12953634063034775,0.032955420387932,0.2947151249753229
172,0.09039267199639127,0.010799352096579229,0.2382012577975594
173,0.09263869349622675,0.00030506070142541884,0.34069269158188387
174,0.14569060358719965,0.04257006389896932,0.2660290875291411
175,0.009795153666272607,0.0037786382502073453,-0.0072381100326007475
176,0.033134558655136946,-0.0011785351427508022,0.1264533556964998
177,0.03708267289088624,-0.0023740646106631784,0.13589815980972572
178,0.1022646737406645,0.022534272344567834,0.22058945161699708
179,0.14007749135233505,0.004742564736801069,0.3631752643339371
180,0.04047357696608011,0.0008609831569117484,0.17171890104930335
181,0.07172841662749808,0.012897717386491708,0.2019299364684539
182,0.12491625272816145,0.01350588528631163,0.2701747358816333
183,0.10155638621661542,0.0036065000386264097,0.2876481866644874
184,0.2380244745733458,0.08508274169963456,0.32422043801107636
185,0.07998841114925546,0.0029019483106101345,0.18610216986550498
186,0.123863810520628,0.030853634512934502,0.2268583089289976
187,0.04140849234510872,-0.0008662129289875413,0.14516907773415932
188,0.20698310818246776,-0.0003470314182414391,0.20189876352623418
189,0.09620579616715576,0.019181181359778185,0.1664659777787594
190,0.02120290910790859,0.0022757402880860655,0.04449775081592325
191,0.042292119902390006,-0.001738376892048317,0.11677798348643381
192,0.10884751437388929,0.02409298374463399,0.29460860462181016
193,0.12947148826115668,0.014972413676116464,0.28595148465849524
194,0.08750962169888848,0.02230402139573946,0.23912919694876128
195,0.15374630174137546,0.046291393718114505,0.2757737157417136
196,0.04495620585810271,0.0008427158544324735,0.10662931673562982
